s_m,ey_m,epsi_rad,v_mps,a_mps2,delta_rad,sdot_mps,dt_s,t_s,curvature_1pm,x_m,y_m,psi_rad,v_mps,x_rollout_m,y_rollout_m,psi_rollout_rad,v_rollout_mps,psi_err_rad,xy_err_m,v_err_mps
0.5998839643543054,0.0,0.0,4.0,0.0,-0.0076489891433945524,4.0,0.012497726199804497,0.14997271439765394,-0.02317920703063839,1.0357299119396055,-7.5188020233853905,-0.032870381868720856,4.0,1.0357286772277676,-7.519702549692842,-0.02220917112235261,4.0,0.010661210746368166,0.0009005271539079732,0.0
0.6498819327563305,0.0,0.0,4.0,0.0,-0.005755705514773078,4.0,0.012497726199804497,0.16247044059745844,-0.017441724467372154,1.0856935416238342,-7.521173919409883,-0.03440876815945089,4.0,1.0857065992087296,-7.520841671056813,-0.02336792065434262,4.0,0.011040847505108253,0.00033250484002635307,0.0
0.6998809444972253,0.0,0.0,4.0,0.0,-0.0027654780289596715,4.0,0.012497726199804497,0.17496816679726293,-0.00838025781510773,1.1356687442655133,-7.522242153266731,-0.02197254800988386,4.0,1.135683340047476,-7.522031536365094,-0.02423984824172521,4.0,-0.002267300231841407,0.00021112204078785053,0.0
0.7498673823301044,0.0,0.0,4.0,0.0,0.0006247798423456731,4.0,0.012497726199804497,0.18746589299706742,0.0018932724958785618,1.18564228516499,-7.523370401469151,-0.027097899254831487,4.0,1.1856593037168988,-7.523253658047313,-0.024658784912353165,4.0,0.0024391143424784545,0.00011797736075849862,0.0
0.7998591141399886,0.0,0.0,4.0,0.0,0.004106118151187565,4.0,0.012497726199804497,0.19996361919687192,0.012442852206089487,1.2356155013955776,-7.52495116352668,-0.02643299362142341,4.0,1.235635068915091,-7.524483883081233,-0.02456413850725272,4.0,0.0018688551141705645,0.0004676899640968604,0.0
0.8498502067682768,0.0,0.0,4.0,0.0,0.007698241647385636,4.0,0.012497726199804497,0.2124613453966764,0.023328465831601194,1.2855895435212257,-7.526012922186325,-0.024908955386688286,4.0,1.2856112709539136,-7.525696199805579,-0.023942109067187363,4.0,0.0009668463195007249,0.00031746676644442764,0.0
0.8998406937805528,0.0,0.0,4.0,0.0,0.01154688360634188,4.0,0.012497726199804497,0.2249590715964809,0.03499211156883349,1.3355654601232771,-7.5274413276233005,-0.022524084160185368,4.0,1.335588534946367,-7.526863831268317,-0.022775897952687977,4.0,-0.00025181379250271974,0.0005779571675132866,0.0
0.9498306502695377,0.0,0.0,4.0,0.0,0.01573426048748854,4.0,0.012497726199804497,0.2374567977962854,0.04768351225370665,1.3855440959484657,-7.528264687749623,-0.023600270015315727,4.0,1.3855674444103299,-7.527958607121266,-0.021026610634526807,4.0,0.0025736593807890173,0.0003069698710404281,0.0
0.9998200053801305,0.0,0.0,4.0,0.0,0.020143054473093867,4.0,0.012497726199804497,0.2499545239960899,0.06104781580010775,1.435516328928413,-7.529800633154592,-0.027719005971156813,4.0,1.4355485040651044,-7.528950098454695,-0.018642868712959414,4.0,0.009076137258197559,0.0008511430638554886,0.0
1.0498143123791768,0.0,0.0,4.0,0.0,0.02448685293320592,4.0,0.012497726199804497,0.2624522501958944,0.07421741897481914,1.4854942996155893,-7.531035917830263,-0.016962379546067153,4.0,1.4855320662281264,-7.529805748203239,-0.015591033165096031,4.0,0.00137134638097125,0.0012307492142085681,0.0
