s_m,ey_m,epsi_rad,v_mps,a_mps2,delta_rad,sdot_mps,dt_s,t_s,curvature_1pm
67.79391592553961,0.0,0.0,4.0,0.0,0.02312284438326199,4.0,0.012497726199804497,21.194508870291415,0.07008171595104944
67.84404281955075,0.0,0.0,4.0,0.0,0.022547708734357384,4.0,0.012497726199804497,21.20700659649122,0.0683379714859587
67.89383697718755,0.0,0.0,4.0,0.0,0.02221773377950591,4.0,0.012497726199804497,21.219504322691023,0.06733754625570863
67.94374928965105,0.0,0.0,4.0,0.0,0.022062984982132012,4.0,0.012497726199804497,21.232002048890827,0.06686838055981076
67.99364339657083,0.0,0.0,4.0,0.0,0.02196479388352203,4.0,0.012497726199804497,21.24449977509063,0.06657068753379478
68.04351859496313,0.0,0.0,4.0,0.0,0.02182779249148954,4.0,0.012497726199804497,21.256997501290435,0.06615533269063086
68.09360835184292,0.0,0.0,4.0,0.0,0.021627756152604698,4.0,0.012497726199804497,21.26949522749024,0.06554887570374003
68.14336536641454,0.0,0.0,4.0,0.0,0.021428271273733313,4.0,0.012497726199804497,21.281992953690043,0.06494409582360094
68.19307910317595,0.0,0.0,4.0,0.0,0.02133495814649274,4.0,0.012497726199804497,21.294490679889847,0.06466119945815257
68.24291242283265,0.0,0.0,4.0,0.0,0.021395591366862688,4.0,0.012497726199804497,21.30698840608965,0.06484502038651818
68.2927257507558,0.0,0.0,4.0,0.0,0.02153821652166392,4.0,0.012497726199804497,21.319486132289455,0.06527741705591426
68.34272194934958,0.0,0.0,4.0,0.0,0.021609730345519492,4.0,0.012497726199804497,21.33198385848926,0.0654942265084858
68.39278082393609,0.0,0.0,4.0,0.0,0.021468986386490918,4.0,0.012497726199804497,21.344481584689063,0.06506753173038769
68.44271331817333,0.0,0.0,4.0,0.0,0.02104483173836034,4.0,0.012497726199804497,21.356979310888867,0.06378163364205315
68.49271843007205,0.0,0.0,4.0,0.0,0.020317855459059116,4.0,0.012497726199804497,21.36947703708867,0.061577732609088304
68.54252226769025,0.0,0.0,4.0,0.0,0.019255755426059392,4.0,0.012497726199804497,21.381974763288476,0.0583579869348784
68.59218708873433,0.0,0.0,4.0,0.0,0.017757747669437933,4.0,0.012497726199804497,21.39447248948828,0.053817013535649195
68.64217240750486,0.0,0.0,4.0,0.0,0.01564943657164543,4.0,0.012497726199804497,21.406970215688084,0.0474264067813897
